"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AMR","Americas","","DOM","Dominican Republic","","AGE40-44","40-44 years","","FMLE","Female","","13.4","13.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AMR","Americas","","DOM","Dominican Republic","","AGE30-34","30-34 years","","FMLE","Female","","14.9","14.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AMR","Americas","","DOM","Dominican Republic","","AGE45-49","45-49 years","","FMLE","Female","","13.6","13.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AMR","Americas","","ECU","Ecuador","","AGE15-49","15-49 years","","FMLE","Female","","10.8","10.80000","","","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the 2011 Encuesta Nacional sobre Relaciones Familiares y Violencia de Género contra las Mujeres ~ENDIREH methodology; women aged 15+"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE35-39","35-39 years","","FMLE","Female","","5.0","5.00000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE30-34","30-34 years","","FMLE","Female","","7.6","7.60000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE25-29","25-29 years","","FMLE","Female","","5.6","5.60000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE20-24","20-24 years","","FMLE","Female","","9.0","9.00000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE15-19","15-19  years","","FMLE","Female","","7.0","7.00000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE15-49","15-49 years","","FMLE","Female","","6.7","6.70000","","","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64; 2017 data available but does not include age-disaggregated data"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE45-49","45-49 years","","FMLE","Female","","7.0","7.00000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013-2014","2013-2014","","AMR","Americas","","SLV","El Salvador","","AGE40-44","40-44 years","","FMLE","Female","","10.8","10.80000","","","","","Violencia Contra las Mujeres en El Salvador: Estudio poblacional 2014 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE30-39","30-39 years","","FMLE","Female","","31.7","31.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE15-19","15-19  years","","FMLE","Female","","56.1","56.10000","","","","","DHS Based on 25-49 unweighted cases"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE40-49","40-49 years","","FMLE","Female","","35.9","35.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE15-49","15-49 years","","FMLE","Female","","43.6","43.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE25-29","25-29 years","","FMLE","Female","","58.5","58.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2011","2011","","AFR","Africa","","GNQ","Equatorial Guinea","","AGE20-24","20-24 years","","FMLE","Female","","56.8","56.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE35-39","35-39 years","","FMLE","Female","","18.1","18.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE30-34","30-34 years","","FMLE","Female","","18.3","18.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE15-19","15-19  years","","FMLE","Female","","24.3","24.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE15-49","15-49 years","","FMLE","Female","","19.8","19.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE25-29","25-29 years","","FMLE","Female","","20.3","20.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE40-44","40-44 years","","FMLE","Female","","17.7","17.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE20-24","20-24 years","","FMLE","Female","","23.1","23.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","AGE45-49","45-49 years","","FMLE","Female","","18.9","18.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","EST","Estonia","","AGE18-49","18-49 years","","FMLE","Female","","4.0","4.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE25-29","25-29 years","","FMLE","Female","","41.6","41.60000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE45-49","45-49 years","","FMLE","Female","","16.3","16.30000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE18-24","18-24 years","","FMLE","Female","","47.2","47.20000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE40-44","40-44 years","","FMLE","Female","","23.0","23.00000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE18-49","18-49 years","","FMLE","Female","","29.7","29.70000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-64"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE35-39","35-39 years","","FMLE","Female","","25.8","25.80000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010-2011","2010-2011","","WPR","Western Pacific","","FJI","Fiji","","AGE30-34","30-34 years","","FMLE","Female","","30.8","30.80000","","","","","National Research on Women's Health and Life Experiences in Fiji (2010/2011) "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FIN","Finland","","AGE18-49","18-49 years","","FMLE","Female","","8.0","8.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FRA","France","","AGE18-49","18-49 years","","FMLE","Female","","7.0","7.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE20-24","20-24 years","","FMLE","Female","","43.3","43.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE30-34","30-34 years","","FMLE","Female","","29.5","29.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE15-19","15-19  years","","FMLE","Female","","40.3","40.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE15-49","15-49 years","","FMLE","Female","","31.5","31.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE40-44","40-44 years","","FMLE","Female","","27.2","27.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE35-39","35-39 years","","FMLE","Female","","22.8","22.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE45-49","45-49 years","","FMLE","Female","","32.1","32.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GAB","Gabon","","AGE25-29","25-29 years","","FMLE","Female","","32.2","32.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE15-49","15-49 years","","FMLE","Female","","7.3","7.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE40-44","40-44 years","","FMLE","Female","","6.2","6.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE15-19","15-19  years","","FMLE","Female","","5.0","5.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE25-29","25-29 years","","FMLE","Female","","10.6","10.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE35-39","35-39 years","","FMLE","Female","","6.8","6.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE30-34","30-34 years","","FMLE","Female","","8.9","8.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE20-24","20-24 years","","FMLE","Female","","6.6","6.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","GMB","Gambia","","AGE45-49","45-49 years","","FMLE","Female","","1.6","1.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DEU","Germany","","AGE18-49","18-49 years","","FMLE","Female","","5.0","5.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE25-29","25-29 years","","FMLE","Female","","19.7","19.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE30-34","30-34 years","","FMLE","Female","","15.9","15.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE35-39","35-39 years","","FMLE","Female","","21.9","21.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE45-49","45-49 years","","FMLE","Female","","17.5","17.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE40-44","40-44 years","","FMLE","Female","","18.2","18.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE15-19","15-19  years","","FMLE","Female","","22.8","22.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE15-49","15-49 years","","FMLE","Female","","19.2","19.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","AGE20-24","20-24 years","","FMLE","Female","","21.0","21.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","KIR","Kiribati","","AGE15-49","15-49 years","","FMLE","Female","","36.1","36.10000","","","","","Family Health and Support Study Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GRC","Greece","","AGE18-49","18-49 years","","FMLE","Female","","8.0","8.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE15-19","15-19  years","","FMLE","Female","","8.9","8.90000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE45-49","45-49 years","","FMLE","Female","","4.0","4.00000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE40-44","40-44 years","","FMLE","Female","","7.5","7.50000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE15-49","15-49 years","","FMLE","Female","","8.9","8.90000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE25-29","25-29 years","","FMLE","Female","","9.2","9.20000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE35-39","35-39 years","","FMLE","Female","","7.7","7.70000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE20-24","20-24 years","","FMLE","Female","","11.4","11.40000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014-2015","2014-2015","","AMR","Americas","","GTM","Guatemala","","AGE30-34","30-34 years","","FMLE","Female","","9.6","9.60000","","","","","ENSMI "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016-2017","2016-2017","","AMR","Americas","","HTI","Haiti","","AGE30-34","30-34 years","","FMLE","Female","","14.9","14.90000","","","","","DHS "
